1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
54423,366,2048,12,31,4,6,40,25,9,58,24,j,13,12,h,28,44,j,0,27,9,k,0,13,19,l,0,24,7,c,1,17,23,j,0,15,55,f,1,21,20,b,1,6,14,l,0,18,27,i,0,17,22,i,1,7,1,d,0,23,31,h,0
54424,1,2049,1,1,5,6,44,21,10,59,35,j,27,34,h,29,10,j,0,28,12,k,0,14,4,l,0,24,0,c,1,17,30,j,0,15,54,f,1,21,19,b,1,6,15,l,0,18,28,i,0,17,19,i,1,7,8,d,0,23,38,h,0
54425,2,2049,1,2,6,6,48,18,12,0,45,j,12,20,i,29,26,j,0,29,13,k,0,14,48,l,0,23,52,c,1,17,37,j,0,15,53,f,1,21,18,b,1,6,16,l,0,18,29,i,1,17,15,i,1,7,14,d,0,23,44,h,0
54426,3,2049,1,3,7,6,52,14,13,1,56,j,27,24,i,29,31,j,1,0,15,l,0,15,33,l,0,23,45,c,1,17,44,j,0,15,53,f,1,21,17,b,1,6,17,l,0,18,29,i,1,17,12,i,1,7,21,d,0,23,50,h,0
54427,4,2049,1,4,1,6,56,11,14,3,7,j,12,37,j,29,25,j,1,1,16,l,0,16,18,l,0,23,38,c,1,17,51,j,0,15,52,f,1,21,16,b,1,6,18,l,0,18,27,i,1,17,9,i,1,7,28,d,0,23,57,h,0
54428,5,2049,1,5,2,7,0,8,15,4,18,j,27,52,j,29,7,j,1,2,17,l,0,17,2,l,0,23,31,c,1,17,58,j,0,15,51,f,1,21,15,b,1,6,19,l,0,18,25,i,1,17,6,i,1,7,34,d,0,24,3,h,0
54429,6,2049,1,6,3,7,4,4,16,5,29,j,12,56,k,28,37,j,1,3,17,l,0,17,47,l,0,23,24,c,1,18,5,j,0,15,50,f,1,21,14,b,1,6,20,l,0,18,21,i,1,17,3,i,1,7,41,d,0,24,9,h,0
54430,7,2049,1,7,4,7,8,1,17,6,39,j,27,41,k,27,56,j,1,4,17,l,0,18,31,l,0,23,17,c,1,18,13,j,0,15,49,f,1,21,13,b,1,6,22,l,0,18,17,i,1,17,0,i,1,7,48,d,0,24,15,h,0
54431,8,2049,1,8,5,7,11,57,18,7,50,j,12,1,l,27,4,j,1,5,16,l,0,19,16,l,0,23,10,c,1,18,20,j,0,15,48,f,1,21,13,b,1,6,23,l,0,18,12,i,1,16,56,i,1,7,54,d,0,24,21,h,0
54432,9,2049,1,9,6,7,15,54,19,8,59,j,25,53,l,26,2,j,1,6,15,l,0,20,0,l,0,23,4,c,1,18,27,j,0,15,47,f,1,21,12,b,1,6,24,l,0,18,9,i,1,16,53,i,1,8,1,d,0,24,27,h,0
54433,10,2049,1,10,7,7,19,50,20,10,8,j,9,16,a,24,52,j,1,7,13,l,0,20,45,l,0,22,57,c,1,18,34,j,0,15,46,f,1,21,11,b,1,6,25,l,0,18,7,i,1,16,50,i,1,8,7,d,0,24,33,h,0
54434,11,2049,1,11,1,7,23,47,21,11,17,j,22,12,a,23,36,j,1,8,11,l,0,21,30,l,0,22,51,c,1,18,41,j,0,15,45,f,1,21,10,b,1,6,26,l,0,18,6,i,0,16,47,i,1,8,14,d,0,24,39,h,0
54435,12,2049,1,12,2,7,27,43,22,12,25,j,4,46,b,22,17,j,1,9,8,l,0,22,14,l,0,22,44,c,1,18,48,j,0,15,44,f,1,21,10,b,1,6,28,l,0,18,7,i,0,16,44,i,1,8,21,d,0,24,45,h,0
54436,13,2049,1,13,3,7,31,40,23,13,33,j,17,1,b,20,58,j,1,10,5,l,0,22,59,l,0,22,38,c,1,18,55,j,0,15,43,f,1,21,9,b,1,6,29,l,0,18,9,i,0,16,40,i,1,8,27,d,0,24,50,h,0
54437,14,2049,1,14,4,7,35,37,24,14,40,j,29,3,b,19,40,j,1,11,1,l,0,23,43,l,0,22,32,c,1,19,2,j,0,15,41,f,1,21,9,b,1,6,30,l,0,18,11,i,0,16,37,i,1,8,34,d,0,24,56,h,0
54438,15,2049,1,15,5,7,39,33,25,15,46,j,10,56,c,18,25,j,1,11,56,l,0,24,27,l,0,22,27,c,1,19,9,j,0,15,40,f,1,21,8,b,1,6,31,l,0,18,12,i,0,16,34,i,1,8,41,d,0,25,1,h,0
54439,16,2049,1,16,6,7,43,30,26,16,52,j,22,44,c,17,17,j,1,12,51,l,0,25,12,l,0,22,21,c,1,19,17,j,0,15,39,f,1,21,8,b,1,6,33,l,0,18,12,i,1,16,31,i,1,8,47,d,0,25,7,h,0
54440,17,2049,1,17,7,7,47,26,27,17,57,j,4,31,d,16,16,j,1,13,46,l,0,25,56,l,0,22,16,c,1,19,24,j,0,15,37,f,1,21,7,b,1,6,34,l,0,18,11,i,1,16,28,i,1,8,54,d,0,25,12,h,0
54441,18,2049,1,18,1,7,51,23,28,19,2,j,16,20,d,15,24,j,1,14,39,l,0,26,41,l,0,22,10,c,1,19,31,j,0,15,36,f,1,21,7,b,1,6,35,l,0,18,7,i,1,16,25,i,1,9,1,d,0,25,17,h,0
54442,19,2049,1,19,2,7,55,19,29,20,6,j,28,12,d,14,41,j,1,15,32,l,0,27,25,l,0,22,5,c,1,19,38,j,0,15,34,f,1,21,6,b,1,6,37,l,0,18,1,i,1,16,21,i,1,9,7,d,0,25,23,h,0
54443,20,2049,1,20,3,7,59,16,0,21,9,k,10,11,e,14,7,j,1,16,24,l,0,28,9,l,0,22,0,c,1,19,45,j,0,15,33,f,1,21,6,b,1,6,38,l,0,17,54,i,1,16,18,i,1,9,14,d,0,25,28,h,0
54444,21,2049,1,21,4,8,3,12,1,22,12,k,22,16,e,13,43,j,1,17,15,l,0,28,54,l,0,21,55,c,1,19,52,j,0,15,31,f,1,21,5,b,1,6,40,l,0,17,46,i,1,16,15,i,1,9,21,d,0,25,33,h,0
54445,22,2049,1,22,5,8,7,9,2,23,14,k,4,30,f,13,28,j,1,18,6,l,0,29,38,l,0,21,51,c,1,19,59,j,0,15,29,f,1,21,5,b,1,6,41,l,0,17,37,i,1,16,12,i,1,9,27,d,0,25,37,h,0
54446,23,2049,1,23,6,8,11,6,3,24,15,k,16,54,f,13,21,j,0,18,56,l,0,0,22,a,0,21,46,c,1,20,6,j,0,15,28,f,1,21,5,b,1,6,42,l,0,17,29,i,1,16,9,i,1,9,34,d,0,25,42,h,0
