1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
66111,366,2080,12,31,2,6,41,23,10,12,12,j,9,33,f,25,46,j,0,27,19,k,0,18,0,l,0,22,10,k,0,13,46,k,0,4,21,k,0,4,42,e,1,13,13,a,0,27,39,l,1,28,26,l,1,19,17,k,0,11,4,b,1
66112,1,2081,1,1,3,6,45,19,11,13,21,j,23,48,f,27,17,j,0,28,17,k,0,18,44,l,0,22,22,k,0,13,52,k,0,4,24,k,0,4,41,e,1,13,13,a,0,27,38,l,0,28,23,l,1,19,23,k,0,11,3,b,1
66113,2,2081,1,2,4,6,49,16,12,14,30,j,7,44,g,28,48,j,0,29,15,k,0,19,27,l,0,22,35,k,0,13,59,k,0,4,27,k,0,4,39,e,1,13,13,a,0,27,38,l,1,28,20,l,1,19,30,k,0,11,2,b,1
66114,3,2081,1,3,5,6,53,12,13,15,39,j,21,19,g,0,17,k,0,0,12,l,0,20,11,l,0,22,47,k,0,14,5,k,0,4,31,k,0,4,37,e,1,13,14,a,0,27,38,l,1,28,17,l,1,19,37,k,0,11,1,b,1
66115,4,2081,1,4,6,6,57,9,14,16,48,j,4,36,h,1,44,k,0,1,8,l,0,20,55,l,0,23,0,k,0,14,12,k,0,4,34,k,0,4,36,e,1,13,14,a,0,27,37,l,1,28,13,l,1,19,43,k,0,11,0,b,1
66116,5,2081,1,5,7,7,1,6,15,17,58,j,17,38,h,3,9,k,0,2,4,l,0,21,39,l,0,23,13,k,0,14,18,k,0,4,38,k,0,4,34,e,1,13,14,a,0,27,32,l,1,28,10,l,1,19,50,k,0,10,59,b,1
66117,6,2081,1,6,1,7,5,2,16,19,8,j,0,26,i,4,32,k,0,2,59,l,0,22,22,l,0,23,26,k,0,14,25,k,0,4,41,k,0,4,33,e,1,13,14,a,0,27,25,l,1,28,7,l,1,19,57,k,0,10,58,b,1
66118,7,2081,1,7,2,7,8,59,17,20,19,j,13,3,i,5,51,k,0,3,54,l,0,23,6,l,0,23,39,k,0,14,32,k,0,4,44,k,0,4,31,e,1,13,14,a,0,27,16,l,1,28,4,l,1,20,3,k,0,10,58,b,1
66119,8,2081,1,8,3,7,12,55,18,21,29,j,25,29,i,7,8,k,0,4,48,l,0,23,50,l,0,23,52,k,0,14,38,k,0,4,48,k,0,4,30,e,1,13,15,a,0,27,4,l,1,28,1,l,1,20,10,k,0,10,57,b,1
66120,9,2081,1,9,4,7,16,52,19,22,40,j,7,46,j,8,20,k,0,5,41,l,0,24,33,l,0,24,5,k,0,14,45,k,0,4,51,k,0,4,28,e,1,13,15,a,0,26,50,l,1,27,58,l,1,20,17,k,0,10,56,b,1
66121,10,2081,1,10,5,7,20,48,20,23,50,j,19,55,j,9,27,k,0,6,33,l,0,25,17,l,0,24,18,k,0,14,52,k,0,4,55,k,0,4,26,e,1,13,15,a,0,26,37,l,1,27,54,l,1,20,23,k,0,10,56,b,1
66122,11,2081,1,11,6,7,24,45,21,25,0,j,1,55,k,10,29,k,0,7,25,l,0,26,1,l,0,24,31,k,0,14,59,k,0,4,58,k,0,4,25,e,1,13,16,a,0,26,25,l,1,27,51,l,1,20,30,k,0,10,55,b,1
66123,12,2081,1,12,7,7,28,42,22,26,9,j,13,49,k,11,25,k,0,8,16,l,0,26,45,l,0,24,45,k,0,15,5,k,0,5,1,k,0,4,23,e,1,13,16,a,0,26,15,l,1,27,48,l,1,20,37,k,0,10,55,b,1
66124,13,2081,1,13,1,7,32,38,23,27,19,j,25,39,k,12,13,k,0,9,6,l,0,27,28,l,0,24,58,k,0,15,12,k,0,5,5,k,0,4,21,e,1,13,16,a,0,26,7,l,1,27,45,l,1,20,43,k,0,10,54,b,1
66125,14,2081,1,14,2,7,36,35,24,28,27,j,7,25,l,12,54,k,0,9,56,l,0,28,12,l,0,25,11,k,0,15,19,k,0,5,8,k,0,4,20,e,1,13,17,a,0,26,3,l,1,27,42,l,1,20,50,k,0,10,54,b,1
66126,15,2081,1,15,3,7,40,31,25,29,35,j,19,13,l,13,25,k,0,10,44,l,0,28,56,l,0,25,25,k,0,15,26,k,0,5,12,k,0,4,18,e,1,13,17,a,0,26,1,l,1,27,38,l,1,20,57,k,0,10,53,b,1
66127,16,2081,1,16,4,7,44,28,26,30,43,j,1,6,a,13,47,k,0,11,32,l,0,29,39,l,0,25,38,k,0,15,33,k,0,5,15,k,0,4,16,e,1,13,18,a,0,26,1,l,0,27,35,l,1,21,3,k,0,10,53,b,1
66128,17,2081,1,17,5,7,48,24,27,31,50,j,13,9,a,13,58,k,1,12,19,l,0,0,23,a,0,25,52,k,0,15,40,k,0,5,19,k,0,4,15,e,1,13,18,a,0,26,2,l,0,27,32,l,1,21,10,k,0,10,53,b,1
66129,18,2081,1,18,6,7,52,21,28,32,56,j,25,26,a,13,58,k,1,13,5,l,0,1,6,a,0,26,5,k,0,15,47,k,0,5,22,k,0,4,13,e,1,13,19,a,0,26,2,l,1,27,29,l,1,21,17,k,0,10,53,b,1
66130,19,2081,1,19,7,7,56,17,29,34,1,j,8,4,b,13,46,k,1,13,49,l,0,1,50,a,0,26,19,k,0,15,54,k,0,5,26,k,0,4,11,e,1,13,19,a,0,26,2,l,1,27,26,l,1,21,23,k,0,10,53,b,0
66131,20,2081,1,20,1,8,0,14,0,35,5,k,21,7,b,13,22,k,1,14,33,l,0,2,34,a,0,26,33,k,0,16,1,k,0,5,29,k,0,4,10,e,1,13,20,a,0,26,0,l,1,27,23,l,1,21,30,k,0,10,53,b,0
66132,21,2081,1,21,2,8,4,11,1,36,9,k,4,39,c,12,47,k,1,15,16,l,0,3,17,a,0,26,46,k,0,16,8,k,0,5,33,k,0,4,8,e,1,13,20,a,0,25,55,l,1,27,19,l,1,21,37,k,0,10,53,b,0
66133,22,2081,1,22,3,8,8,7,2,37,12,k,18,41,c,12,2,k,1,15,57,l,0,4,1,a,0,27,0,k,0,16,15,k,0,5,36,k,0,4,6,e,1,13,21,a,0,25,49,l,1,27,16,l,1,21,43,k,0,10,53,b,0
66134,23,2081,1,23,4,8,12,4,3,38,14,k,3,11,d,11,6,k,1,16,37,l,0,4,44,a,0,27,14,k,0,16,22,k,0,5,40,k,0,4,5,e,1,13,21,a,0,25,41,l,1,27,13,l,1,21,50,k,0,10,53,b,0
66135,24,2081,1,24,5,8,16,0,4,39,15,k,18,6,d,10,3,k,1,17,16,l,0,5,28,a,0,27,28,k,0,16,29,k,0,5,43,k,0,4,3,e,1,13,22,a,0,25,32,l,1,27,10,l,1,21,57,k,0,10,53,b,0
66136,25,2081,1,25,6,8,19,57,5,40,15,k,3,16,e,8,53,k,1,17,54,l,0,6,11,a,0,27,42,k,0,16,36,k,0,5,47,k,0,4,1,e,1,13,23,a,0,25,25,l,1,27,7,l,1,22,4,k,0,10,54,b,0
66137,26,2081,1,26,7,8,23,53,6,41,14,k,18,32,e,7,38,k,1,18,30,l,0,6,55,a,0,27,56,k,0,16,43,k,0,5,51,k,0,3,59,e,1,13,23,a,0,25,18,l,1,27,4,l,1,22,10,k,0,10,54,b,0
66138,27,2081,1,27,1,8,27,50,7,42,13,k,3,43,f,6,22,k,1,19,5,l,0,7,38,a,0,28,10,k,0,16,51,k,0,5,54,k,0,3,58,e,1,13,24,a,0,25,14,l,1,27,0,l,1,22,17,k,0,10,55,b,0
66139,28,2081,1,28,2,8,31,46,8,43,10,k,18,39,f,5,7,k,1,19,39,l,0,8,21,a,0,28,24,k,0,16,58,k,0,5,58,k,0,3,56,e,1,13,25,a,0,25,12,l,0,26,57,l,1,22,24,k,0,10,55,b,0
66140,29,2081,1,29,3,8,35,43,9,44,7,k,3,14,g,3,53,k,1,20,11,l,0,9,5,a,0,28,38,k,0,17,5,k,0,6,1,k,0,3,54,e,1,13,26,a,0,25,12,l,0,26,54,l,1,22,30,k,0,10,56,b,0
66141,30,2081,1,30,4,8,39,40,10,45,4,k,17,24,g,2,45,k,1,20,41,l,0,9,48,a,0,28,52,k,0,17,12,k,0,6,5,k,0,3,53,e,1,13,26,a,0,25,14,l,0,26,51,l,1,22,37,k,0,10,56,b,0
66142,31,2081,1,31,5,8,43,36,11,46,0,k,1,9,h,1,42,k,1,21,10,l,0,10,31,a,0,29,6,k,0,17,19,k,0,6,8,k,0,3,51,e,1,13,27,a,0,25,15,l,0,26,48,l,1,22,44,k,0,10,57,b,0
66143,32,2081,2,1,6,8,47,33,12,46,55,k,14,29,h,0,46,k,1,21,37,l,0,11,15,a,0,29,20,k,0,17,26,k,0,6,12,k,0,3,49,e,1,13,28,a,0,25,15,l,1,26,44,l,1,22,50,k,0,10,58,b,0
66144,33,2081,2,2,7,8,51,29,13,47,49,k,27,28,h,29,58,j,1,22,3,l,0,11,58,a,0,29,34,k,0,17,34,k,0,6,15,k,0,3,48,e,1,13,29,a,0,25,14,l,1,26,41,l,1,22,57,k,0,10,58,b,0
66145,34,2081,2,3,1,8,55,26,14,48,43,k,10,9,i,29,19,j,1,22,26,l,0,12,41,a,0,29,48,k,0,17,41,k,0,6,19,k,0,3,46,e,1,13,30,a,0,25,11,l,1,26,38,l,1,23,4,k,0,10,59,b,0
66146,35,2081,2,4,2,8,59,22,15,49,36,k,22,35,i,28,48,j,1,22,48,l,0,13,25,a,0,0,3,l,0,17,48,k,0,6,22,k,0,3,44,e,1,13,30,a,0,25,7,l,1,26,35,l,1,23,10,k,0,11,0,b,0
66147,36,2081,2,5,3,9,3,19,16,50,28,k,4,49,j,28,25,j,1,23,8,l,0,14,8,a,0,0,17,l,0,17,55,k,0,6,26,k,0,3,43,e,1,13,31,a,0,25,0,l,1,26,32,l,1,23,17,k,0,11,1,b,0
66148,37,2081,2,6,4,9,7,15,17,51,19,k,16,53,j,28,11,j,1,23,26,l,0,14,51,a,0,0,31,l,0,18,2,k,0,6,29,k,0,3,41,e,1,13,32,a,0,24,53,l,1,26,29,l,1,23,24,k,0,11,2,b,0
66149,38,2081,2,7,5,9,11,12,18,52,9,k,28,51,j,28,5,j,0,23,41,l,0,15,34,a,0,0,45,l,0,18,10,k,0,6,33,k,0,3,39,e,1,13,33,a,0,24,46,l,1,26,25,l,1,23,30,k,0,11,3,b,0
66150,39,2081,2,8,6,9,15,9,19,52,58,k,10,44,k,28,7,j,0,23,55,l,0,16,17,a,0,1,0,l,0,18,17,k,0,6,36,k,0,3,38,e,1,13,34,a,0,24,39,l,1,26,22,l,1,23,37,k,0,11,4,b,0
66151,40,2081,2,9,7,9,19,5,20,53,46,k,22,34,k,28,16,j,0,24,7,l,0,17,0,a,0,1,14,l,0,18,24,k,0,6,39,k,0,3,36,e,1,13,35,a,0,24,34,l,1,26,19,l,1,23,44,k,0,11,6,b,0
66152,41,2081,2,10,1,9,23,2,21,54,32,k,4,22,l,28,31,j,0,24,16,l,0,17,43,a,0,1,28,l,0,18,31,k,0,6,43,k,0,3,35,e,1,13,36,a,0,24,30,l,1,26,16,l,1,23,50,k,0,11,7,b,0
66153,42,2081,2,11,2,9,26,58,22,55,17,k,16,10,l,28,53,j,0,24,23,l,0,18,26,a,0,1,43,l,0,18,38,k,0,6,46,k,0,3,33,e,1,13,37,a,0,24,28,l,1,26,13,l,1,23,57,k,0,11,8,b,0
66154,43,2081,2,12,3,9,30,55,23,56,0,k,28,2,l,29,20,j,0,24,27,l,0,19,10,a,0,1,57,l,0,18,46,k,0,6,50,k,0,3,31,e,1,13,38,a,0,24,28,l,0,26,10,l,1,24,4,k,0,11,10,b,0
