1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
18263,365,1949,12,31,6,6,36,21,8,59,9,j,19,19,b,28,20,j,0,16,37,k,0,1,50,g,0,6,17,k,0,19,26,f,1,2,44,d,1,17,15,g,0,17,49,e,1,12,41,a,1,12,10,a,1,28,40,a,0,15,40,i,0
18264,1,1950,1,1,7,6,40,18,10,0,17,j,1,25,c,29,27,j,0,16,59,k,0,2,13,g,0,6,30,k,0,19,26,f,1,2,41,d,1,17,16,g,0,17,48,e,1,12,34,a,1,12,7,a,1,28,47,a,0,15,47,i,0
18265,2,1950,1,2,1,6,44,15,11,1,26,j,13,44,c,0,28,k,0,17,19,k,0,2,35,g,0,6,44,k,0,19,26,f,1,2,38,d,1,17,17,g,0,17,47,e,1,12,23,a,1,12,4,a,1,28,53,a,0,15,53,i,0
18266,3,1950,1,3,2,6,48,11,12,2,35,j,26,19,c,1,24,k,0,17,37,k,0,2,56,g,0,6,57,k,0,19,26,f,1,2,36,d,1,17,17,g,0,17,46,e,1,12,11,a,1,12,0,a,1,29,0,a,0,16,0,i,0
18267,4,1950,1,4,3,6,52,8,13,3,43,j,9,10,d,2,13,k,0,17,54,k,0,3,17,g,0,7,11,k,0,19,25,f,1,2,33,d,1,17,18,g,0,17,45,e,1,11,57,a,1,11,57,a,1,29,7,a,0,16,7,i,0
18268,5,1950,1,5,4,6,56,4,14,4,52,j,22,16,d,2,55,k,0,18,8,k,0,3,38,g,0,7,25,k,0,19,25,f,1,2,31,d,1,17,18,g,0,17,43,e,1,11,43,a,1,11,54,a,1,29,13,a,0,16,14,i,0
18269,6,1950,1,6,5,7,0,1,15,6,0,j,5,36,e,3,27,k,0,18,19,k,0,3,59,g,0,7,38,k,0,19,24,f,1,2,28,d,1,17,19,g,0,17,42,e,1,11,31,a,1,11,51,a,1,29,20,a,0,16,20,i,0
18270,7,1950,1,7,6,7,3,57,16,7,8,j,19,8,e,3,51,k,0,18,29,k,0,4,19,g,0,7,52,k,0,19,23,f,1,2,26,d,1,17,19,g,0,17,41,e,1,11,20,a,1,11,48,a,1,29,27,a,0,16,27,i,0
18271,8,1950,1,8,7,7,7,54,17,8,16,j,2,48,f,4,4,k,0,18,36,k,0,4,39,g,0,8,6,k,0,19,22,f,1,2,23,d,1,17,19,g,0,17,40,e,1,11,13,a,1,11,45,a,1,29,33,a,0,16,33,i,0
18272,9,1950,1,9,1,7,11,50,18,9,25,j,16,36,f,4,7,k,1,18,41,k,0,4,58,g,0,8,20,k,0,19,21,f,1,2,21,d,1,17,20,g,0,17,39,e,1,11,9,a,1,11,41,a,1,29,40,a,0,16,40,i,0
18273,10,1950,1,10,2,7,15,47,19,10,33,j,0,30,g,3,57,k,1,18,44,k,0,5,17,g,0,8,34,k,0,19,20,f,1,2,18,d,1,17,20,g,0,17,38,e,1,11,7,a,1,11,38,a,1,29,47,a,0,16,47,i,0
18274,11,1950,1,11,3,7,19,44,20,11,41,j,14,29,g,3,36,k,1,18,44,k,1,5,36,g,0,8,48,k,0,19,19,f,1,2,16,d,1,17,20,g,0,17,36,e,1,11,7,a,1,11,35,a,1,29,53,a,0,16,53,i,0
18275,12,1950,1,12,4,7,23,40,21,12,50,j,28,33,g,3,4,k,1,18,42,k,1,5,54,g,0,9,1,k,0,19,17,f,1,2,14,d,1,17,21,g,0,17,35,e,1,11,7,a,1,11,32,a,1,29,59,a,0,16,59,i,0
18276,13,1950,1,13,5,7,27,37,22,13,58,j,12,42,h,2,19,k,1,18,37,k,1,6,12,g,0,9,15,k,0,19,16,f,1,2,11,d,1,17,21,g,0,17,34,e,1,11,5,a,1,11,29,a,1,0,7,b,0,17,6,i,0
18277,14,1950,1,14,6,7,31,33,23,15,6,j,26,53,h,1,25,k,1,18,30,k,1,6,29,g,0,9,29,k,0,19,14,f,1,2,9,d,1,17,21,g,0,17,33,e,1,11,2,a,1,11,25,a,1,0,13,b,0,17,12,i,0
18278,15,1950,1,15,7,7,35,30,24,16,15,j,11,5,i,0,22,k,1,18,20,k,1,6,46,g,0,9,43,k,0,19,13,f,1,2,6,d,1,17,21,g,0,17,31,e,1,10,55,a,1,11,22,a,1,0,20,b,0,17,18,i,0
18279,16,1950,1,16,1,7,39,26,25,17,23,j,25,15,i,29,11,j,1,18,8,k,1,7,3,g,0,9,58,k,0,19,11,f,1,2,4,d,1,17,21,g,0,17,30,e,1,10,46,a,1,11,19,a,1,0,27,b,0,17,25,i,0
18280,17,1950,1,17,2,7,43,23,26,18,30,j,9,17,j,27,56,j,1,17,53,k,1,7,19,g,0,10,12,k,0,19,9,f,1,2,2,d,1,17,21,g,0,17,29,e,1,10,34,a,1,11,16,a,1,0,33,b,0,17,31,i,0
18281,18,1950,1,18,3,7,47,20,27,19,38,j,23,7,j,26,38,j,1,17,36,k,1,7,34,g,0,10,26,k,0,19,7,f,1,2,0,d,1,17,21,g,0,17,27,e,1,10,22,a,1,11,13,a,1,0,40,b,0,17,37,i,0
18282,19,1950,1,19,4,7,51,16,28,20,44,j,6,41,k,25,20,j,1,17,16,k,1,7,50,g,0,10,40,k,0,19,5,f,1,1,57,d,1,17,21,g,1,17,26,e,1,10,10,a,1,11,10,a,1,0,47,b,0,17,43,i,0
18283,20,1950,1,20,5,7,55,13,29,21,50,j,19,56,k,24,4,j,1,16,54,k,1,8,4,g,0,10,54,k,0,19,3,f,1,1,55,d,1,17,21,g,1,17,25,e,1,9,59,a,1,11,6,a,1,0,53,b,0,17,49,i,0
18284,21,1950,1,21,6,7,59,9,0,22,55,k,2,50,l,22,52,j,1,16,30,k,1,8,18,g,0,11,8,k,0,19,1,f,1,1,53,d,1,17,21,g,1,17,23,e,1,9,51,a,1,11,3,a,1,1,0,b,0,17,55,i,0
18285,22,1950,1,22,7,8,3,6,1,24,0,k,15,24,l,21,47,j,1,16,4,k,1,8,32,g,0,11,22,k,0,18,58,f,1,1,51,d,1,17,21,g,1,17,22,e,1,9,46,a,1,11,0,a,1,1,6,b,0,18,1,i,0
18286,23,1950,1,23,1,8,7,2,2,25,3,k,27,40,l,20,49,j,1,15,36,k,1,8,45,g,0,11,37,k,0,18,56,f,1,1,49,d,1,17,21,g,1,17,21,e,1,9,43,a,1,10,57,a,1,1,13,b,0,18,7,i,0
18287,24,1950,1,24,2,8,10,59,3,26,5,k,9,42,a,19,59,j,1,15,6,k,1,8,58,g,0,11,51,k,0,18,53,f,1,1,47,d,1,17,21,g,1,17,19,e,1,9,42,a,0,10,54,a,1,1,20,b,0,18,13,i,0
18288,25,1950,1,25,3,8,14,55,4,27,7,k,21,34,a,19,18,j,1,14,34,k,1,9,10,g,0,12,5,k,0,18,51,f,1,1,44,d,1,17,21,g,1,17,18,e,1,9,42,a,0,10,51,a,1,1,26,b,0,18,18,i,0
18289,26,1950,1,26,4,8,18,52,5,28,7,k,3,23,b,18,46,j,1,14,1,k,1,9,21,g,0,12,19,k,0,18,48,f,1,1,42,d,1,17,21,g,1,17,16,e,1,9,43,a,1,10,47,a,1,1,33,b,0,18,24,i,0
18290,27,1950,1,27,5,8,22,48,6,29,6,k,15,12,b,18,23,j,1,13,26,k,1,9,32,g,0,12,34,k,0,18,45,f,1,1,40,d,1,17,20,g,1,17,15,e,1,9,42,a,1,10,44,a,1,1,40,b,0,18,30,i,0
18291,28,1950,1,28,6,8,26,45,7,30,5,k,27,8,b,18,9,j,1,12,51,k,1,9,42,g,0,12,48,k,0,18,42,f,1,1,38,d,1,17,20,g,1,17,14,e,1,9,40,a,1,10,41,a,1,1,46,b,0,18,35,i,0
18292,29,1950,1,29,7,8,30,42,8,31,2,k,9,16,c,18,4,j,0,12,14,k,1,9,52,g,0,13,2,k,0,18,39,f,1,1,37,d,1,17,20,g,1,17,12,e,1,9,36,a,1,10,38,a,1,1,53,b,0,18,41,i,0
18293,30,1950,1,30,1,8,34,38,9,31,57,k,21,39,c,18,6,j,0,11,37,k,1,10,1,g,0,13,16,k,0,18,36,f,1,1,35,d,1,17,19,g,1,17,11,e,1,9,29,a,1,10,35,a,1,2,0,b,0,18,46,i,0
18294,31,1950,1,31,2,8,38,35,10,32,52,k,4,22,d,18,15,j,0,11,0,k,1,10,10,g,0,13,31,k,0,18,33,f,1,1,33,d,1,17,19,g,1,17,9,e,1,9,20,a,1,10,31,a,1,2,6,b,0,18,51,i,0
18295,32,1950,2,1,3,8,42,31,11,33,46,k,17,25,d,18,32,j,0,10,23,k,1,10,18,g,0,13,45,k,0,18,30,f,1,1,31,d,1,17,18,g,1,17,8,e,1,9,10,a,1,10,28,a,1,2,13,b,0,18,57,i,0
18296,33,1950,2,2,4,8,46,28,12,34,38,k,0,49,e,18,55,j,0,9,46,k,1,10,25,g,0,13,59,k,0,18,26,f,1,1,29,d,1,17,18,g,1,17,6,e,1,8,59,a,1,10,25,a,1,2,20,b,0,19,2,i,0
18297,34,1950,2,3,5,8,50,24,13,35,29,k,14,31,e,19,23,j,0,9,9,k,1,10,32,g,0,14,14,k,0,18,23,f,1,1,27,d,1,17,17,g,1,17,5,e,1,8,50,a,1,10,22,a,1,2,26,b,0,19,7,i,0
18298,35,1950,2,4,6,8,54,21,14,36,19,k,28,28,e,19,57,j,0,8,34,k,1,10,38,g,0,14,28,k,0,18,19,f,1,1,26,d,1,17,17,g,1,17,4,e,1,8,42,a,1,10,19,a,1,2,33,b,0,19,12,i,0
18299,36,1950,2,5,7,8,58,18,15,37,8,k,12,36,f,20,36,j,0,7,59,k,1,10,44,g,0,14,42,k,0,18,16,f,1,1,24,d,1,17,16,g,1,17,2,e,1,8,37,a,1,10,16,a,1,2,40,b,0,19,17,i,0
18300,37,1950,2,6,1,9,2,14,16,37,56,k,26,50,f,21,19,j,0,7,25,k,1,10,48,g,0,14,57,k,0,18,12,f,1,1,23,d,1,17,16,g,1,17,1,e,1,8,34,a,1,10,12,a,1,2,46,b,0,19,22,i,0
18301,38,1950,2,7,2,9,6,11,17,38,42,k,11,7,g,22,6,j,0,6,53,k,1,10,52,g,0,15,11,k,0,18,8,f,1,1,21,d,1,17,15,g,1,16,59,e,1,8,33,a,0,10,9,a,1,2,53,b,0,19,27,i,0
18302,39,1950,2,8,3,9,10,7,18,39,28,k,25,22,g,22,57,j,0,6,23,k,1,10,56,g,0,15,25,k,0,18,5,f,1,1,19,d,1,17,15,g,1,16,58,e,1,8,34,a,0,10,6,a,1,3,0,b,0,19,32,i,0
18303,40,1950,2,9,4,9,14,4,19,40,13,k,9,33,h,23,51,j,0,5,54,k,1,10,59,g,0,15,40,k,0,18,1,f,1,1,18,d,1,17,14,g,1,16,56,e,1,8,35,a,0,10,3,a,1,3,6,b,0,19,37,i,0
18304,41,1950,2,10,5,9,18,0,20,40,57,k,23,39,h,24,49,j,0,5,27,k,1,11,1,g,0,15,54,k,0,17,57,f,1,1,16,d,1,17,13,g,1,16,55,e,1,8,36,a,1,10,0,a,1,3,13,b,0,19,41,i,0
18305,42,1950,2,11,6,9,21,57,21,41,40,k,7,39,i,25,49,j,0,5,2,k,1,11,2,g,0,16,8,k,0,17,53,f,1,1,15,d,1,17,12,g,1,16,53,e,1,8,34,a,1,9,56,a,1,3,20,b,0,19,46,i,0
18306,43,1950,2,12,7,9,25,53,22,42,22,k,21,32,i,26,52,j,0,4,40,k,1,11,2,g,1,16,22,k,0,17,49,f,1,1,14,d,1,17,12,g,1,16,52,e,1,8,31,a,1,9,53,a,1,3,26,b,0,19,50,i,0
18307,44,1950,2,13,1,9,29,50,23,43,3,k,5,17,j,27,57,j,0,4,20,k,1,11,2,g,1,16,37,k,0,17,45,f,1,1,12,d,1,17,11,g,1,16,51,e,1,8,26,a,1,9,50,a,1,3,33,b,0,19,55,i,0
18308,45,1950,2,14,2,9,33,47,24,43,42,k,18,52,j,29,5,j,0,4,2,k,1,11,1,g,1,16,51,k,0,17,40,f,1,1,11,d,1,17,10,g,1,16,49,e,1,8,19,a,1,9,47,a,1,3,40,b,0,19,59,i,0
18309,46,1950,2,15,3,9,37,43,25,44,21,k,2,14,k,0,14,k,0,3,47,k,1,11,0,g,1,17,5,k,0,17,36,f,1,1,10,d,1,17,9,g,1,16,48,e,1,8,11,a,1,9,44,a,1,3,46,b,0,20,4,i,0
18310,47,1950,2,16,4,9,41,40,26,44,58,k,15,24,k,1,26,k,0,3,34,k,1,10,57,g,1,17,19,k,0,17,32,f,1,1,9,d,1,17,8,g,1,16,46,e,1,8,4,a,1,9,41,a,1,3,53,b,0,20,8,i,0
18311,48,1950,2,17,5,9,45,36,27,45,33,k,28,19,k,2,39,k,0,3,23,k,1,10,54,g,1,17,34,k,0,17,28,f,1,1,8,d,1,17,7,g,1,16,45,e,1,7,57,a,1,9,37,a,1,4,0,b,0,20,12,i,0
18312,49,1950,2,18,6,9,49,33,28,46,7,k,10,58,l,3,54,k,0,3,15,k,1,10,50,g,1,17,48,k,0,17,23,f,1,1,7,d,1,17,6,g,1,16,44,e,1,7,52,a,1,9,34,a,1,4,6,b,0,20,16,i,0
18313,50,1950,2,19,7,9,53,29,29,46,39,k,23,22,l,5,10,k,0,3,10,k,1,10,45,g,1,18,2,k,0,17,19,f,1,1,6,d,1,17,5,g,1,16,42,e,1,7,49,a,1,9,31,a,1,4,13,b,0,20,20,i,0
18314,51,1950,2,20,1,9,57,26,0,47,10,l,5,33,a,6,29,k,0,3,7,k,1,10,39,g,1,18,16,k,0,17,14,f,1,1,5,d,1,17,4,g,1,16,41,e,1,7,48,a,0,9,28,a,1,4,20,b,0,20,24,i,0
18315,52,1950,2,21,2,10,1,22,1,47,39,l,17,33,a,7,48,k,0,3,6,k,0,10,33,g,1,18,30,k,0,17,10,f,1,1,4,d,1,17,3,g,1,16,39,e,1,7,48,a,0,9,25,a,1,4,26,b,0,20,28,i,0
18316,53,1950,2,22,3,10,5,19,2,48,6,l,29,25,a,9,9,k,0,3,8,k,0,10,26,g,1,18,45,k,0,17,5,f,1,1,3,d,1,17,2,g,1,16,38,e,1,7,50,a,0,9,22,a,1,4,33,b,0,20,31,i,0
18317,54,1950,2,23,4,10,9,15,3,48,31,l,11,13,b,10,31,k,0,3,12,k,0,10,18,g,1,18,59,k,0,17,1,f,1,1,2,d,1,17,1,g,1,16,37,e,1,7,51,a,0,9,18,a,1,4,39,b,0,20,35,i,0
18318,55,1950,2,24,5,10,13,12,4,48,55,l,23,2,b,11,55,k,0,3,19,k,0,10,9,g,1,19,13,k,0,16,56,f,1,1,1,d,1,17,0,g,1,16,35,e,1,7,53,a,0,9,15,a,1,4,46,b,0,20,38,i,0
18319,56,1950,2,25,6,10,17,9,5,49,16,l,4,58,c,13,20,k,0,3,27,k,0,10,0,g,1,19,27,k,0,16,51,f,1,1,1,d,1,16,59,g,1,16,34,e,1,7,54,a,1,9,12,a,1,4,53,b,0,20,42,i,0
18320,57,1950,2,26,7,10,21,5,6,49,36,l,17,4,c,14,46,k,0,3,38,k,0,9,50,g,1,19,41,k,0,16,47,f,1,1,0,d,1,16,58,g,1,16,33,e,1,7,53,a,1,9,9,a,1,4,59,b,0,20,45,i,0
18321,58,1950,2,27,1,10,25,2,7,49,53,l,29,27,c,16,13,k,0,3,51,k,0,9,39,g,1,19,55,k,0,16,42,f,1,0,59,d,1,16,57,g,1,16,31,e,1,7,51,a,1,9,6,a,1,5,6,b,0,20,49,i,0
18322,59,1950,2,28,2,10,28,58,8,50,9,l,12,10,d,17,41,k,0,4,6,k,0,9,27,g,1,20,9,k,0,16,37,f,1,0,59,d,1,16,56,g,1,16,30,e,1,7,48,a,1,9,2,a,1,5,13,b,0,20,52,i,0
18323,60,1950,3,1,3,10,32,55,9,50,23,l,25,16,d,19,11,k,0,4,24,k,0,9,14,g,1,20,23,k,0,16,33,f,1,0,58,d,1,16,54,g,1,16,29,e,1,7,44,a,1,8,59,a,1,5,19,b,0,20,55,i,0
18324,61,1950,3,2,4,10,36,51,10,50,34,l,8,46,e,20,41,k,0,4,43,k,0,9,1,g,1,20,37,k,0,16,28,f,1,0,58,d,1,16,53,g,1,16,27,e,1,7,40,a,1,8,56,a,1,5,26,b,0,20,58,i,0
18325,62,1950,3,3,5,10,40,48,11,50,44,l,22,40,e,22,13,k,0,5,4,k,0,8,47,g,1,20,50,k,0,16,23,f,1,0,58,d,1,16,52,g,1,16,26,e,1,7,36,a,1,8,53,a,1,5,33,b,0,21,1,i,0
18326,63,1950,3,4,6,10,44,45,12,50,51,l,6,55,f,23,46,k,0,5,27,k,0,8,32,g,1,21,4,k,0,16,18,f,1,0,57,d,1,16,51,g,1,16,25,e,1,7,32,a,1,8,50,a,1,5,39,b,0,21,4,i,0
18327,64,1950,3,5,7,10,48,41,13,50,57,l,21,27,f,25,20,k,0,5,51,k,0,8,17,g,1,21,18,k,0,16,14,f,1,0,57,d,1,16,49,g,1,16,23,e,1,7,30,a,1,8,47,a,1,5,46,b,0,21,6,i,0
18328,65,1950,3,6,1,10,52,38,14,51,1,l,6,8,g,26,55,k,0,6,17,k,0,8,1,g,1,21,32,k,0,16,9,f,1,0,57,d,1,16,48,g,1,16,22,e,1,7,30,a,0,8,43,a,1,5,53,b,0,21,9,i,0
18329,66,1950,3,7,2,10,56,34,15,51,3,l,20,52,g,28,31,k,0,6,45,k,0,7,44,g,1,21,46,k,0,16,4,f,1,0,56,d,1,16,47,g,1,16,21,e,1,7,30,a,0,8,40,a,1,5,59,b,0,21,12,i,0
18330,67,1950,3,8,3,11,0,31,16,51,4,l,5,32,h,0,8,l,0,7,15,k,0,7,27,g,1,21,59,k,0,15,59,f,1,0,56,d,1,16,45,g,1,16,20,e,1,7,31,a,0,8,37,a,1,6,6,b,0,21,14,i,0
