1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
22281,366,1960,12,31,6,6,37,41,9,19,21,j,17,46,c,5,50,j,0,24,8,k,0,8,31,d,1,13,51,j,0,19,28,j,0,25,24,e,1,10,49,h,0,8,1,f,1,8,5,f,1,9,24,f,1,26,28,d,0,28,49,k,0
22282,1,1961,1,1,7,6,41,37,10,20,30,j,29,49,c,7,25,j,0,25,17,k,0,8,7,d,1,14,5,j,0,19,35,j,0,25,23,e,1,10,50,h,0,8,1,f,1,7,53,f,1,9,21,f,1,26,35,d,0,28,52,k,0
22283,2,1961,1,2,1,6,45,34,11,21,38,j,11,46,d,9,1,j,0,26,26,k,0,7,44,d,1,14,19,j,0,19,42,j,0,25,21,e,1,10,52,h,0,8,0,f,1,7,42,f,1,9,17,f,1,26,41,d,0,28,55,k,0
22284,3,1961,1,3,2,6,49,30,12,22,47,j,23,39,d,10,37,j,0,27,34,k,0,7,21,d,1,14,33,j,0,19,49,j,0,25,19,e,1,10,53,h,0,7,59,f,1,7,32,f,1,9,14,f,1,26,48,d,0,28,59,k,0
22285,4,1961,1,4,3,6,53,27,13,23,56,j,5,28,e,12,14,j,0,28,42,k,0,6,58,d,1,14,47,j,0,19,56,j,0,25,18,e,1,10,54,h,0,7,59,f,1,7,25,f,1,9,11,f,1,26,55,d,0,29,2,k,0
22286,5,1961,1,5,4,6,57,24,14,25,4,j,17,16,e,13,50,j,0,29,50,k,0,6,35,d,1,15,1,j,0,20,3,j,0,25,16,e,1,10,55,h,0,7,58,f,1,7,20,f,1,9,8,f,1,27,1,d,0,29,5,k,0
22287,6,1961,1,6,5,7,1,20,15,26,13,j,29,7,e,15,28,j,0,0,58,l,0,6,12,d,1,15,15,j,0,20,10,j,0,25,14,e,1,10,57,h,0,7,57,f,1,7,17,f,1,9,5,f,1,27,8,d,0,29,8,k,0
22288,7,1961,1,7,6,7,5,17,16,27,22,j,11,2,f,17,5,j,0,2,5,l,0,5,50,d,1,15,29,j,0,20,17,j,0,25,12,e,1,10,58,h,0,7,56,f,1,7,17,f,0,9,2,f,1,27,15,d,0,29,11,k,0
22289,8,1961,1,8,7,7,9,13,17,28,30,j,23,6,f,18,43,j,0,3,13,l,0,5,29,d,1,15,43,j,0,20,25,j,0,25,10,e,1,10,59,h,0,7,55,f,1,7,18,f,0,8,58,f,1,27,21,d,0,29,14,k,0
22290,9,1961,1,9,1,7,13,10,18,29,39,j,5,24,g,20,22,j,0,4,20,l,0,5,8,d,1,15,57,j,0,20,32,j,0,25,9,e,1,11,0,h,0,7,54,f,1,7,19,f,0,8,55,f,1,27,28,d,0,29,18,k,0
22291,10,1961,1,10,2,7,17,6,19,30,48,j,18,1,g,22,0,j,0,5,27,l,0,4,47,d,1,16,11,j,0,20,39,j,0,25,7,e,1,11,1,h,0,7,54,f,1,7,20,f,1,8,52,f,1,27,35,d,0,29,21,k,0
22292,11,1961,1,11,3,7,21,3,20,31,57,j,1,1,h,23,40,j,0,6,34,l,0,4,27,d,1,16,25,j,0,20,46,j,0,25,5,e,1,11,2,h,0,7,53,f,1,7,20,f,1,8,49,f,1,27,41,d,0,29,24,k,0
22293,12,1961,1,12,4,7,24,59,21,33,6,j,14,28,h,25,19,j,0,7,40,l,0,4,7,d,1,16,39,j,0,20,53,j,0,25,3,e,1,11,3,h,0,7,52,f,1,7,17,f,1,8,46,f,1,27,48,d,0,29,28,k,0
22294,13,1961,1,13,5,7,28,56,22,34,15,j,28,25,h,27,0,j,0,8,47,l,0,3,49,d,1,16,53,j,0,21,0,j,0,25,0,e,1,11,4,h,0,7,51,f,1,7,13,f,1,8,42,f,1,27,55,d,0,29,31,k,0
22295,14,1961,1,14,6,7,32,53,23,35,24,j,12,51,i,28,40,j,0,9,53,l,0,3,30,d,1,17,7,j,0,21,7,j,0,24,58,e,1,11,5,h,0,7,50,f,1,7,7,f,1,8,39,f,1,28,2,d,0,29,35,k,0
