1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
44196,366,2020,12,31,4,6,39,31,9,45,39,j,19,47,d,16,5,j,0,19,10,i,0,26,56,a,0,2,33,k,0,1,31,k,0,6,49,b,1,18,27,l,0,24,9,j,0,19,56,c,1,18,55,c,1,7,52,b,0,5,3,a,0
44197,1,2021,1,1,5,6,43,28,10,46,47,j,2,44,e,17,43,j,0,20,25,i,0,27,21,a,0,2,47,k,0,1,37,k,0,6,48,b,1,18,28,l,0,24,11,j,0,19,53,c,1,18,51,c,1,7,59,b,0,5,4,a,0
44198,2,2021,1,2,6,6,47,24,11,47,56,j,15,55,e,19,21,j,0,21,40,i,0,27,48,a,0,3,1,k,0,1,44,k,0,6,47,b,1,18,30,l,0,24,13,j,0,19,50,c,1,18,48,c,1,8,6,b,0,5,4,a,0
44199,3,2021,1,3,7,6,51,21,12,49,4,j,29,19,e,20,59,j,0,22,55,i,0,28,14,a,0,3,14,k,0,1,51,k,0,6,47,b,1,18,31,l,0,24,15,j,0,19,46,c,1,18,45,c,1,8,12,b,0,5,5,a,0
44200,4,2021,1,4,1,6,55,17,13,50,13,j,12,55,f,22,37,j,0,24,10,i,0,28,40,a,0,3,28,k,0,1,58,k,0,6,46,b,1,18,32,l,0,24,17,j,0,19,43,c,1,18,42,c,1,8,19,b,0,5,6,a,0
44201,5,2021,1,5,2,6,59,14,14,51,22,j,26,42,f,24,15,j,0,25,25,i,0,29,7,a,0,3,42,k,0,2,5,k,0,6,46,b,1,18,33,l,0,24,19,j,0,19,41,c,1,18,39,c,1,8,26,b,0,5,8,a,0
44202,6,2021,1,6,3,7,3,10,15,52,31,j,10,39,g,25,54,j,0,26,40,i,0,29,34,a,0,3,56,k,0,2,12,k,0,6,45,b,1,18,34,l,0,24,21,j,0,19,39,c,0,18,36,c,1,8,32,b,0,5,9,a,0
44203,7,2021,1,7,4,7,7,7,16,53,40,j,24,45,g,27,32,j,0,27,56,i,0,0,2,b,0,4,10,k,0,2,19,k,0,6,45,b,1,18,36,l,0,24,23,j,0,19,40,c,0,18,32,c,1,8,39,b,0,5,10,a,0
44204,8,2021,1,8,5,7,11,3,17,54,50,j,8,58,h,29,11,j,0,29,11,i,0,0,29,b,0,4,24,k,0,2,26,k,0,6,44,b,1,18,37,l,0,24,25,j,0,19,41,c,0,18,29,c,1,8,46,b,0,5,11,a,0
44205,9,2021,1,9,6,7,15,0,18,56,0,j,23,16,h,0,49,k,0,0,26,j,0,0,57,b,0,4,38,k,0,2,33,k,0,6,44,b,1,18,38,l,0,24,27,j,0,19,42,c,0,18,26,c,1,8,52,b,0,5,12,a,0
44206,10,2021,1,10,7,7,18,57,19,57,9,j,7,38,i,2,27,k,0,1,41,j,0,1,25,b,0,4,52,k,0,2,40,k,0,6,44,b,1,18,40,l,0,24,29,j,0,19,44,c,0,18,23,c,1,8,59,b,0,5,14,a,0
44207,11,2021,1,11,1,7,22,53,20,58,19,j,21,58,i,4,5,k,0,2,56,j,0,1,54,b,0,5,6,k,0,2,47,k,0,6,44,b,1,18,41,l,0,24,31,j,0,19,44,c,1,18,20,c,1,9,6,b,0,5,15,a,0
