1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
51866,365,2041,12,31,2,6,39,11,9,40,5,j,20,36,a,28,43,j,0,9,18,j,0,27,36,e,1,24,1,h,0,4,54,h,0,11,57,e,1,5,22,b,1,26,49,k,0,3,52,b,0,2,45,b,1,22,20,f,0,2,54,e,1
51867,1,2042,1,1,3,6,43,8,10,41,14,j,4,27,b,29,56,j,0,10,34,j,0,27,34,e,1,24,12,h,0,4,58,h,0,11,55,e,1,5,21,b,1,26,51,k,0,3,52,b,1,2,42,b,1,22,27,f,0,2,50,e,1
51868,2,2042,1,2,4,6,47,4,11,42,22,j,18,10,b,1,5,k,0,11,49,j,0,27,30,e,1,24,23,h,0,5,2,h,0,11,52,e,1,5,21,b,1,26,52,k,0,3,51,b,1,2,39,b,1,22,34,f,0,2,46,e,1
51869,3,2042,1,3,5,6,51,1,12,43,30,j,1,43,c,2,9,k,0,13,5,j,0,27,26,e,1,24,34,h,0,5,6,h,0,11,50,e,1,5,21,b,1,26,53,k,0,3,48,b,1,2,36,b,1,22,40,f,0,2,42,e,1
51870,4,2042,1,4,6,6,54,57,13,44,38,j,15,7,c,3,7,k,0,14,20,j,0,27,21,e,1,24,45,h,0,5,10,h,0,11,48,e,1,5,20,b,1,26,55,k,0,3,42,b,1,2,33,b,1,22,47,f,0,2,38,e,1
51871,5,2042,1,5,7,6,58,54,14,45,46,j,28,21,c,3,59,k,0,15,36,j,0,27,16,e,1,24,56,h,0,5,14,h,0,11,46,e,1,5,20,b,1,26,56,k,0,3,33,b,1,2,30,b,1,22,54,f,0,2,34,e,1
51872,6,2042,1,6,1,7,2,50,15,46,54,j,11,23,d,4,44,k,0,16,51,j,0,27,9,e,1,25,6,h,0,5,18,h,0,11,44,e,1,5,19,b,1,26,57,k,0,3,22,b,1,2,26,b,1,23,0,f,0,2,30,e,1
51873,7,2042,1,7,2,7,6,47,16,48,2,j,24,12,d,5,21,k,0,18,7,j,0,27,2,e,1,25,17,h,0,5,22,h,0,11,41,e,1,5,19,b,1,26,59,k,0,3,9,b,1,2,23,b,1,23,7,f,0,2,26,e,1
51874,8,2042,1,8,3,7,10,44,17,49,10,j,6,47,e,5,48,k,0,19,22,j,0,26,53,e,1,25,27,h,0,5,26,h,0,11,39,e,1,5,19,b,1,27,0,k,0,2,55,b,1,2,20,b,1,23,14,f,0,2,22,e,1
51875,9,2042,1,9,4,7,14,40,18,50,17,j,19,9,e,6,6,k,0,20,38,j,0,26,44,e,1,25,37,h,0,5,30,h,0,11,37,e,1,5,19,b,1,27,2,k,0,2,42,b,1,2,17,b,1,23,20,f,0,2,18,e,1
