1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
58440,365,2059,12,31,3,6,37,46,9,16,59,j,24,35,h,9,32,j,0,16,5,k,0,0,55,k,0,21,13,b,1,27,12,b,1,7,26,h,0,16,35,c,1,19,52,l,0,16,12,b,1,14,38,b,1,4,42,g,0,21,31,k,0
58441,1,2060,1,1,4,6,41,42,10,18,9,j,7,14,i,11,8,j,0,17,18,k,0,1,42,k,0,21,10,b,1,27,9,b,1,7,29,h,0,16,34,c,1,19,53,l,0,16,10,b,1,14,35,b,1,4,49,g,0,21,35,k,0
58442,2,2060,1,2,5,6,45,39,11,19,19,j,20,14,i,12,45,j,0,18,31,k,0,2,29,k,0,21,7,b,1,27,6,b,1,7,31,h,0,16,32,c,1,19,53,l,0,16,5,b,1,14,32,b,1,4,55,g,0,21,38,k,0
58443,3,2060,1,3,6,6,49,35,12,20,30,j,3,34,j,14,22,j,0,19,44,k,0,3,17,k,0,21,4,b,1,27,4,b,1,7,33,h,0,16,30,c,1,19,54,l,0,15,58,b,1,14,29,b,1,5,2,g,0,21,42,k,0
58444,4,2060,1,4,7,6,53,32,13,21,41,j,17,16,j,15,59,j,0,20,57,k,0,4,4,k,0,21,2,b,1,27,1,b,1,7,35,h,0,16,29,c,1,19,55,l,0,15,49,b,1,14,26,b,1,5,9,g,0,21,45,k,0
58445,5,2060,1,5,1,6,57,29,14,22,52,j,1,14,k,17,37,j,0,22,10,k,0,4,51,k,0,21,0,b,1,26,59,b,1,7,37,h,0,16,28,c,1,19,56,l,0,15,39,b,1,14,23,b,1,5,15,g,0,21,49,k,0
58446,6,2060,1,6,2,7,1,25,15,24,2,j,15,24,k,19,15,j,0,23,23,k,0,5,38,k,0,20,58,b,1,26,56,b,1,7,39,h,0,16,26,c,1,19,56,l,0,15,29,b,1,14,19,b,1,5,22,g,0,21,53,k,0
58447,7,2060,1,7,3,7,5,22,16,25,13,j,29,41,k,20,53,j,0,24,35,k,0,6,25,k,0,20,56,b,1,26,54,b,1,7,41,h,0,16,25,c,1,19,57,l,0,15,20,b,1,14,16,b,1,5,29,g,0,21,56,k,0
58448,8,2060,1,8,4,7,9,18,17,26,23,j,14,0,l,22,32,j,0,25,48,k,0,7,12,k,0,20,54,b,1,26,52,b,1,7,43,h,0,16,23,c,1,19,58,l,0,15,13,b,1,14,13,b,1,5,36,g,0,22,0,k,0
58449,9,2060,1,9,5,7,13,15,18,27,32,j,28,17,l,24,11,j,0,27,0,k,0,8,0,k,0,20,53,b,1,26,50,b,1,7,45,h,0,16,22,c,1,19,59,l,0,15,9,b,1,14,10,b,1,5,42,g,0,22,4,k,0
