1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
21915,365,1959,12,31,4,6,34,42,8,33,18,j,25,30,j,23,28,i,0,27,11,h,0,19,35,i,0,18,31,i,0,9,20,j,0,20,34,e,1,8,40,h,0,6,3,f,1,28,10,f,1,28,47,f,1,15,32,c,0,24,22,k,0
21916,1,1960,1,1,5,6,38,38,9,34,29,j,10,16,k,24,58,i,0,28,22,h,0,20,18,i,0,18,44,i,0,9,27,j,0,20,32,e,1,8,41,h,0,6,2,f,1,28,1,f,1,28,44,f,1,15,38,c,0,24,25,k,0
21917,2,1960,1,2,6,6,42,35,10,35,40,j,24,35,k,26,27,i,0,29,34,h,0,21,2,i,0,18,57,i,0,9,34,j,0,20,31,e,1,8,43,h,0,6,1,f,1,27,55,f,1,28,40,f,1,15,45,c,0,24,28,k,0
21918,3,1960,1,3,7,6,46,31,11,36,51,j,8,24,l,27,58,i,0,0,46,i,0,21,46,i,0,19,10,i,0,9,42,j,0,20,29,e,1,8,44,h,0,6,0,f,1,27,51,f,1,28,37,f,1,15,52,c,0,24,32,k,0
21919,4,1960,1,4,1,6,50,28,12,38,2,j,21,43,l,29,28,i,0,1,57,i,0,22,30,i,0,19,23,i,0,9,49,j,0,20,27,e,1,8,45,h,0,6,0,f,1,27,50,f,1,28,34,f,1,15,59,c,0,24,35,k,0
21920,5,1960,1,5,2,6,54,25,13,39,12,j,4,36,a,0,59,j,0,3,9,i,0,23,14,i,0,19,36,i,0,9,56,j,0,20,25,e,1,8,46,h,0,5,59,f,1,27,50,f,0,28,31,f,1,16,5,c,0,24,38,k,0
21921,6,1960,1,6,3,6,58,21,14,40,22,j,17,6,a,2,31,j,0,4,21,i,0,23,58,i,0,19,49,i,0,10,3,j,0,20,23,e,1,8,48,h,0,5,58,f,1,27,50,f,1,28,28,f,1,16,12,c,0,24,42,k,0
21922,7,1960,1,7,4,7,2,18,15,41,31,j,29,18,a,4,3,j,0,5,33,i,0,24,42,i,0,20,2,i,0,10,10,j,0,20,21,e,1,8,49,h,0,5,57,f,1,27,49,f,1,28,24,f,1,16,19,c,0,24,45,k,0
21923,8,1960,1,8,5,7,6,14,16,42,40,j,11,19,b,5,35,j,0,6,45,i,0,25,26,i,0,20,15,i,0,10,17,j,0,20,19,e,1,8,50,h,0,5,56,f,1,27,46,f,1,28,21,f,1,16,25,c,0,24,49,k,0
21924,9,1960,1,9,6,7,10,11,17,43,49,j,23,13,b,7,7,j,0,7,57,i,0,26,10,i,0,20,28,i,0,10,24,j,0,20,17,e,1,8,51,h,0,5,55,f,1,27,40,f,1,28,18,f,1,16,32,c,0,24,52,k,0
21925,10,1960,1,10,7,7,14,7,18,44,57,j,5,3,c,8,41,j,0,9,9,i,0,26,54,i,0,20,41,i,0,10,31,j,0,20,15,e,1,8,52,h,0,5,55,f,1,27,32,f,1,28,15,f,1,16,39,c,0,24,56,k,0
21926,11,1960,1,11,1,7,18,4,19,46,5,j,16,54,c,10,14,j,0,10,22,i,0,27,38,i,0,20,54,i,0,10,38,j,0,20,13,e,1,8,53,h,0,5,54,f,1,27,21,f,1,28,12,f,1,16,46,c,0,24,59,k,0
21927,12,1960,1,12,2,7,22,0,20,47,13,j,28,49,c,11,48,j,0,11,34,i,0,28,22,i,0,21,6,i,0,10,45,j,0,20,11,e,1,8,54,h,0,5,53,f,1,27,9,f,1,28,9,f,1,16,52,c,0,25,3,k,0
21928,13,1960,1,13,3,7,25,57,21,48,20,j,10,48,d,13,22,j,0,12,46,i,0,29,7,i,0,21,19,i,0,10,52,j,0,20,8,e,1,8,55,h,0,5,52,f,1,26,56,f,1,28,5,f,1,16,59,c,0,25,7,k,0
21929,14,1960,1,14,4,7,29,54,22,49,26,j,22,54,d,14,57,j,0,13,59,i,0,29,51,i,0,21,31,i,0,10,59,j,0,20,6,e,1,8,56,h,0,5,51,f,1,26,43,f,1,28,2,f,1,17,6,c,0,25,10,k,0
21930,15,1960,1,15,5,7,33,50,23,50,33,j,5,7,e,16,33,j,0,15,11,i,0,0,35,j,0,21,44,i,0,11,6,j,0,20,4,e,1,8,57,h,0,5,50,f,1,26,32,f,1,27,59,f,1,17,12,c,0,25,14,k,0
21931,16,1960,1,16,6,7,37,47,24,51,38,j,17,28,e,18,8,j,0,16,24,i,0,1,19,j,0,21,56,i,0,11,13,j,0,20,2,e,1,8,58,h,0,5,49,f,1,26,23,f,1,27,56,f,1,17,19,c,0,25,18,k,0
21932,17,1960,1,17,7,7,41,43,25,52,44,j,29,58,e,19,45,j,0,17,36,i,0,2,4,j,0,22,9,i,0,11,20,j,0,19,59,e,1,8,58,h,0,5,47,f,1,26,17,f,1,27,53,f,1,17,26,c,0,25,22,k,0
21933,18,1960,1,18,1,7,45,40,26,53,49,j,12,39,f,21,22,j,0,18,49,i,0,2,48,j,0,22,21,i,0,11,27,j,0,19,57,e,1,8,59,h,0,5,46,f,1,26,14,f,1,27,50,f,1,17,33,c,0,25,25,k,0
21934,19,1960,1,19,2,7,49,36,27,54,54,j,25,32,f,22,59,j,0,20,2,i,0,3,33,j,0,22,33,i,0,11,34,j,0,19,55,e,1,9,0,h,0,5,45,f,1,26,13,f,0,27,46,f,1,17,39,c,0,25,29,k,0
