1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
38717,365,2005,12,31,6,6,38,5,9,24,6,j,7,35,j,24,10,i,0,0,34,k,1,10,50,b,0,13,8,h,0,9,59,e,1,7,41,l,0,15,57,k,0,24,51,i,0,8,59,a,1,9,3,a,1,27,30,e,0,1,50,k,0
38718,1,2006,1,1,7,6,42,2,10,25,17,j,22,24,j,25,39,i,0,0,17,j,1,11,5,b,0,13,18,h,0,9,55,e,1,7,43,l,0,15,59,k,0,24,53,i,0,8,47,a,1,9,0,a,1,27,37,e,0,1,55,k,0
38719,2,2006,1,2,1,6,45,58,11,26,27,j,7,19,k,27,9,i,0,29,57,j,1,11,19,b,0,13,28,h,0,9,51,e,1,7,45,l,0,16,1,k,0,24,56,i,0,8,36,a,1,8,57,a,1,27,43,e,0,2,0,k,0
38720,3,2006,1,3,2,6,49,55,12,27,38,j,22,11,k,28,39,i,0,29,35,j,1,11,35,b,0,13,37,h,0,9,47,e,1,7,48,l,0,16,3,k,0,24,58,i,0,8,27,a,1,8,53,a,1,27,50,e,0,2,5,k,0
38721,4,2006,1,4,3,6,53,51,13,28,48,j,6,52,l,0,10,j,0,29,10,j,1,11,51,b,0,13,47,h,0,9,43,e,1,7,50,l,0,16,5,k,0,25,0,i,0,8,22,a,1,8,50,a,1,27,57,e,0,2,10,k,0
38722,5,2006,1,5,4,6,57,48,14,29,58,j,21,18,l,1,41,j,0,28,44,j,1,12,7,b,0,13,56,h,0,9,39,e,1,7,52,l,0,16,7,k,0,25,2,i,0,8,19,a,1,8,47,a,1,28,3,e,0,2,15,k,0
38723,6,2006,1,6,5,7,1,44,15,31,8,j,5,25,a,3,12,j,0,28,15,j,1,12,24,b,0,14,5,h,0,9,35,e,1,7,55,l,0,16,9,k,0,25,4,i,0,8,19,a,0,8,44,a,1,28,10,e,0,2,20,k,0
38724,7,2006,1,7,6,7,5,41,16,32,17,j,19,12,a,4,44,j,0,27,45,j,1,12,42,b,0,14,14,h,0,9,31,e,1,7,57,l,0,16,11,k,0,25,6,i,0,8,19,a,1,8,41,a,1,28,17,e,0,2,24,k,0
38725,8,2006,1,8,7,7,9,37,17,33,26,j,2,42,b,6,16,j,0,27,13,j,1,13,0,b,0,14,23,h,0,9,26,e,1,8,0,l,0,16,13,k,0,25,8,i,0,8,18,a,1,8,38,a,1,28,23,e,0,2,29,k,0
38726,9,2006,1,9,1,7,13,34,18,34,34,j,15,56,b,7,48,j,0,26,40,j,1,13,18,b,0,14,32,h,0,9,22,e,1,8,2,l,0,16,15,k,0,25,10,i,0,8,15,a,1,8,34,a,1,28,30,e,0,2,34,k,0
