1 - XLS Date No,2 - YR Day No,3 - Year,4 - Month,5 - Day,6 - Week Day (1=Monday),7 - Sid HR,8 - Sid Min,9 - Sid Sec,10 - Sun Deg,11 - Sun Min,12 - Sun Sec,13 - Sun Sign,14 - Moon Deg,15 - Moon Min,16 - Moon Sign,17 - Mercury Deg,18 - Mercury Min,19 - Mercury Sign,20 - Mercury D/R (1/0),21 - Venus Deg,22 - Venus Min,23 - Venus Sign,24 - Venus D/R (1/0),25 - Mars Deg,26 - Mars Min,27 - Mars Sign,28 - Mars D/R (1/0),29 - Jupiter Deg,30 - Jupiter Min,31 - Jupiter Sign,32 - Jupiter D/R (1/0),33 - Saturn Deg,34 - Saturn Min,35 - Saturn Sign,36 - Saturn D/R (1/0),37 - Uranus Deg,38 - Uranus Min,39 - Uranus Sign,40 - Uranus D/R (1/0),41 - Neptune Deg,42 - Neptune Min,43 - Neptune Sign,44 - Neptune D/R (1/0),45 - Pluto Deg,46 - Pluto Min,47 - Pluto Sign,48 - Pluto D/R (1/0),49 - True Node Deg,50 - True Node Min,51 - True Node Sign,52 - True Node D/R (1/0),53 - Moon s Node Deg,54 - Moon s Node Min,55 - Moon s Node Sign,56 - Moon s Node D/R (1/0),57 - Lilith Deg,58 - Lilith Min,59 - Lilith Sign,60 - Lilith D/R (1/0),61 - Chiron Deg,62 - Chiron Min,63 - Chiron Sign,64 - Chiron D/R (1/0)
1827,366,1904,12,31,6,6,35,57,8,54,19,j,26,23,g,10,28,j,1,21,3,k,0,22,52,g,0,20,38,a,0,18,27,k,0,0,38,j,0,6,43,d,1,20,22,c,1,11,32,f,1,12,31,f,1,27,38,l,0,28,55,j,0
1828,1,1905,1,1,7,6,39,54,9,55,30,j,10,20,h,9,6,j,1,22,14,k,0,23,23,g,0,20,41,a,0,18,33,k,0,0,41,j,0,6,42,d,1,20,21,c,1,11,29,f,1,12,28,f,1,27,45,l,0,29,0,j,0
1829,2,1905,1,2,1,6,43,50,10,56,40,j,24,11,h,7,45,j,1,23,25,k,0,23,55,g,0,20,45,a,0,18,39,k,0,0,45,j,0,6,40,d,1,20,20,c,1,11,22,f,1,12,25,f,1,27,52,l,0,29,4,j,0
1830,3,1905,1,3,2,6,47,47,11,57,51,j,7,54,i,6,27,j,1,24,36,k,0,24,27,g,0,20,48,a,0,18,46,k,0,0,48,j,0,6,38,d,1,20,19,c,1,11,14,f,1,12,21,f,1,27,58,l,0,29,9,j,0
1831,4,1905,1,4,3,6,51,44,12,59,2,j,21,27,i,5,15,j,1,25,46,k,0,24,58,g,0,20,52,a,0,18,52,k,0,0,52,j,0,6,37,d,1,20,18,c,1,11,3,f,1,12,18,f,1,28,5,l,0,29,14,j,0
1832,5,1905,1,5,4,6,55,40,14,0,13,j,4,47,j,4,9,j,1,26,57,k,0,25,29,g,0,20,56,a,0,18,58,k,0,0,56,j,0,6,35,d,1,20,16,c,1,10,53,f,1,12,15,f,1,28,12,l,0,29,19,j,0
1833,6,1905,1,6,5,6,59,37,15,1,24,j,17,52,j,3,12,j,1,28,7,k,0,26,1,g,0,21,0,a,0,19,5,k,0,0,59,j,0,6,33,d,1,20,15,c,1,10,43,f,1,12,12,f,1,28,18,l,0,29,24,j,0
1834,7,1905,1,7,6,7,3,33,16,2,35,j,0,41,k,2,25,j,1,29,17,k,0,26,32,g,0,21,5,a,0,19,11,k,0,1,3,j,0,6,31,d,1,20,14,c,1,10,34,f,1,12,9,f,1,28,25,l,0,29,29,j,0
1835,8,1905,1,8,7,7,7,30,17,3,45,j,13,13,k,1,47,j,1,0,27,l,0,27,3,g,0,21,9,a,0,19,17,k,0,1,6,j,0,6,30,d,1,20,13,c,1,10,28,f,1,12,5,f,1,28,31,l,0,29,34,j,0
1836,9,1905,1,9,1,7,11,26,18,4,55,j,25,29,k,1,19,j,1,1,37,l,0,27,34,g,0,21,14,a,0,19,24,k,0,1,10,j,0,6,28,d,1,20,12,c,1,10,24,f,1,12,2,f,1,28,38,l,0,29,39,j,0
1837,10,1905,1,10,2,7,15,23,19,6,5,j,7,32,l,1,2,j,1,2,47,l,0,28,4,g,0,21,19,a,0,19,30,k,0,1,13,j,0,6,26,d,1,20,11,c,1,10,23,f,0,11,59,f,1,28,45,l,0,29,44,j,0
1838,11,1905,1,11,3,7,19,19,20,7,14,j,19,26,l,0,53,j,0,3,57,l,0,28,35,g,0,21,24,a,0,19,37,k,0,1,17,j,0,6,25,d,1,20,10,c,1,10,23,f,0,11,56,f,1,28,51,l,0,29,49,j,0
1839,12,1905,1,12,4,7,23,16,21,8,23,j,1,14,a,0,54,j,0,5,6,l,0,29,5,g,0,21,29,a,0,19,44,k,0,1,20,j,0,6,23,d,1,20,9,c,1,10,25,f,0,11,53,f,1,28,58,l,0,29,55,j,0
1840,13,1905,1,13,5,7,27,13,22,9,31,j,13,2,a,1,3,j,0,6,16,l,0,29,36,g,0,21,35,a,0,19,50,k,0,1,24,j,0,6,22,d,1,20,8,c,1,10,26,f,0,11,50,f,1,29,5,l,0,29,59,j,0
1841,14,1905,1,14,6,7,31,9,23,10,38,j,24,55,a,1,19,j,0,7,25,l,0,0,6,h,0,21,41,a,0,19,57,k,0,1,27,j,0,6,20,d,1,20,7,c,1,10,26,f,1,11,46,f,1,29,11,l,0,0,5,k,0
1842,15,1905,1,15,7,7,35,6,24,11,45,j,6,58,b,1,42,j,0,8,34,l,0,0,36,h,0,21,46,a,0,20,4,k,0,1,30,j,0,6,18,d,1,20,6,c,1,10,25,f,1,11,43,f,1,29,18,l,0,0,10,k,0
1843,16,1905,1,16,1,7,39,2,25,12,50,j,19,16,b,2,12,j,0,9,43,l,0,1,6,h,0,21,52,a,0,20,11,k,0,1,34,j,0,6,17,d,1,20,5,c,1,10,22,f,1,11,40,f,1,29,25,l,0,0,15,k,0
1844,17,1905,1,17,2,7,42,59,26,13,56,j,1,54,c,2,48,j,0,10,51,l,0,1,35,h,0,21,59,a,0,20,17,k,0,1,37,j,0,6,15,d,1,20,5,c,1,10,17,f,1,11,37,f,1,29,31,l,0,0,20,k,0
